id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
778746271.0.4408	0.7893899275602898	c . fred btw , will you mind semi - protecting katy hudson ( album ) ? maybe the disruption levels are getting worrisome . /	c . fred , would you mind semi - protecting katy hudson ( album ) ? the disruption levels are getting worrisome for you . /	c . fred , would you mind semi - protecting katy _ ( album ) ? perhaps the disruption levels are getting worrisome . /	average	C.Fred, would you mind please semi-protecting Katy Hudson (album)? The disruption levels are getting worrisome.   /
772421634.4759.4759	0.7893899275602898	"btw , can you elaborate more on what you mean by "" canvassing "" ? i ' m not sure i quite understand what you say ."	"can you elaborate more for you on what you mean by "" canvassing "" ? i ' m not sure i understand what you mean ."	"can you elaborate more on what you mean by "" canvassing "" ? i ' m not sure i understand what you mean ."	average	"Could you please elaborate more on what you mean by ""canvassing""? I'm not sure I understand what you mean."
76963294.9513.9513	0.7893899275602898	that might have been in error by elpis . btw , perhaps they have been restored . 58 . 107 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 116 . 12	that might have been in error by elpis . they have been restored . 58 . 107 . 115 sign in for you .	that might have been in error by elpis . they have been restored . 58 . 107 . 115 sign in .	average	That might have been in error by Elpis. They have been restored.  58.107.151.115 would you please sign in.
76957870.0.32887	0.5595126023341975	will you believe it ? over the era notation for me ! ' ' ' ' ' ' ' ' '	will you believe it ? over the era notation ! ' ' ' ' '	will you believe it ? thanks , over the era notation ! ' ' ' ' ' '	average	Would you believe it? Over the era notation!  '' ''
761969675.25834.25834	0.9604519496633888	okay . btw , maybe it ' s already been blocked , but can you check and delete their edit .	okay . it ' s already been blocked , but can you check and delete their edit for you .	hi , it ' s already been blocked , but can you check and delete their edit .	average	Okay. It's already been blocked, but could you please check  and delete their edit.
830710049.187795.187764	0.5595126023341975	perhaps i was accused of making a legal threat here . can u intervene ? plagiarism isn ' t a crime or a tort .	i was accused of making a legal threat here . can you intervene ? plagiarism isn ' t a crime or a tort .	i was accused of making a legal threat here . thank you . can you intervene ? plagiarism isn ' t a crime or a tort .	average	I was accused of making a legal threat here. Could you intervene? Plagiarism isn't a crime or a tort.
624123870.59012.0	1.778508271636049	btw , can you also , perhaps , take part on another discussion ? thank you	also , , , , , , , , , can you take part on another discussion for you ? thank you	also , , can you take part on another discussion ? thank you	average	Also, could you please, take part on another  discussion? Thank you
94853449.0.17407	0.3146049945709103	will you accept a declaration under oath from a participant ? do you require phone billing records ?	will you accept a declaration under oath from a participant ? do you require phone billing records ?	will you accept a declaration under oath from a participant ? do you require phone billing records ?	average	Would you accept a declaration under oath from a participant?  Or do you require phone billing records?
616642348.18079.18061	2.0391878444622646	hi surtsicna , will you be willing to sign up for me to wp : wikiproject channel islands ? thanks , .	hi surtsicna , will you be willing to sign up to wp : wikiproject channel islands ? thanks , .	surtsicna , will you be willing to sign up to wp : wikiproject channel islands ? thanks , .	average	Hi Surtsicna, would you be willing to sign up to Wp:WikiProject Channel Islands? Thanks, .
45183040.2029.2047	0.7893899275602898	btw , can you maybe put the article in past tense . i mean they ' re dead anyways i ' m glad , they sucked ) .	can you put the article in past tense . i mean they ' re dead anyways i ' m glad for you , they sucked ) .	can you put the article in past tense . i mean they ' re dead anyways i ' m glad , they sucked ) . thanks !	average	Could you please put the article in past tense. I mean they're dead anyways (I'm glad, they sucked).
445421106.1811.43175	0.5595126023341975	can you explain to me why you believe this image is free ? i ' m not seeing it for me .	can you explain to me why you believe this image is free ? i ' m not seeing it .	can you explain to me why you believe this image is free ? i ' m not seeing it .	average	Could you explain to me why you believe this image is free? I'm not seeing it.
441715175.146016.146016	0.5595126023341975	aua , will you perhaps clarify which definition of serpentine you are referring to ? also , what is ' argool ' for me ?	aua , can you clarify which definition of serpentine you are referring to ? also , what is ' argool ' ?	aua , can you clarify which definition of serpentine you are referring to ? also , what is ' argool ' ?	average	Aua, could you clarify which definition of Serpentine you are referring to? Also, what is 'Argool'?
441488723.22049.22049	1.6796977517447822	yeah , thanks for your help . will you say whether you support the promotion of the article for you ?	thanks for your help . could you possibly say whether you support the promotion of the article ?	can you say whether you support the promotion of the article for you ?	average	Thanks for your help. Could you possibly say whether you support the promotion of the article?
440379102.4454.26922	1.5486309464099566	perhaps for me explain to me how this doesn ' t violate wp canvass ? thanks .	can you explain to me how this doesn ' t violate wp canvass ? thanks .	can you explain to me how this doesn ' t violate wp canvass ?	average	Could you explain to me how this doesn't violate WP:CANVASS? Thanks.
